35,Kell et. al.,2005,"Roundfish stocks: North Sea cod, haddock, saithe and whiting, northern and southern Atlantic hake, and eastern and western Baltic cod",Northeast Atlantic,55.00,-22.00,Northeast Atlantic roundfish fishery,Uncertainty,0,0,0,0,0,0,0,0,0,0,"My version, ""How does uncertainty effect the results of the ICES management proceedures?""","Not elicited, supplied by authors seemingly.",,Unknown,,Unknown,Scientists,,Scientists,,Scientists,Simulation modeling,"Kell, L.T., Pilling, G.M., Kirkwood, G.P., Pastoors, M., Mesnil, B., Korsbrekke, K., Abaunza, P., Aps, R., Biseau, A., Kunzlik, P. and Needle, C., 2005. An evaluation of the implicit management procedure used for some ICES roundfish stocks. ICES Journal of Marine Science, 62(4), pp.750-759.",10.1016/j.icesjms.2005.01.001,"MSE in the sense that a simultion of the management system occurred, but seemingly no problem framing, objective elicitation, or alternative elicitation occurred.",1
36,Horbowy,2011,Baltic Cod proxy,Baltic Sea,59.00,20.00,"Generic ICES fishery, using Baltic Cod as example","Monitoring Methodology, Uncertainty",0,0,0,0,0,0,0,0,0,0,"My version, ""what stock assessment methodology and harvest control rules best achieve the management objectives for a simulated ICES fishery?""",Not discussed.,,Visualization,,Unknown,Scientists,,Unknown,,Scientists,Simulation modeling,"Horbowy, J., 2011. Comparison of stock management with production, difference, and age-structured models using operating models. Fisheries Research, 108(1), pp.153-162.",10.1016/j.fishres.2010.12.015,"Simulation driving study and no discussion of the decision making preceedure was provided.  The authors ranked performance across all performance measures, applying equal weighting to each performance measure in their trade-off analysis.",1
37,Ellis et. al.,2008,prawn,Torres Straight,-10.00,142.00,Torres Straight prawn fishery,"Allowable Catch Adjustment, Fishing Behavior, Species Interactions, Uncertainty",0,0,0,0,0,0,0,0,0,0,"The problem given by the authors is contained in this paragraph, ""The trawling industry is now under pressure from community groups, local legislation and international certification, to ensure the conservation of the ecosystem as a whole. Furthermore, there is now increasing recognition from both the fishing industry and the fisheries managers that sustainable harvesting requires the preservation of both the target stocks and the ecosystem in which
these resources are embedded. There is therefore a need for managers to understand the effects of their management actions on both the target stocks and the benthos.""  My version, ""What combination closures and effort restrictions will best achieve the fishing and benthic conservation objectives in the Torres Straight?""",Not discussed,,Unknown,,Scientists,"Decision Makers, Fishery, Government, Management, Public, Scientists",,Scientists,,"Fishery, Management, Scientists",Simulation modeling,"Ellis, N., Pantus, F., Welna, A. and Butler, A., 2008. Evaluating ecosystem-based management options: effects of trawling in Torres Strait, Australia. Continental Shelf Research, 28(16), pp.2324-2338.",10.1016/j.csr.2008.03.031,"A stakeholder process occurred as part of this MSE, but seemingingly it was a feedback process, not a proactive process.  At least, not problem defition or objective setting input is described.",1
38,Bischof et. al.,2012,"brown bear (Ursus arctos), Eurasian lynx (Lynx lynx), grey
wolf (Canis lupus) and wolverine (Gulo gulo)","Estonia, Latvia and Norway",62.00,9.00,European carnivore management,Implementation Uncertainty,0,0,0,0,0,0,0,0,0,0,"My version, ""What effect does implementation uncertainty have on the achievement of target harvest of european carnivores?""",No objectives stated.,,Unknown,,,,,Unknown,,,Simulation modeling,"Bischof, R., Nilsen, E.B., Broseth, H., Mannil, P., Ozolis, J. and Linnell, J.D., 2012. Implementation uncertainty when using recreational hunting to manage carnivores. Journal of Applied Ecology, 49(4), pp.824-832.",10.1111/j.1365-2664.2012.02167.x,"This was simulation study only, in that a decision was not clearly identified that relates to this study of implementation uncertainty.",1
39,Little et. al.,2011,common coral trout (Plectropomus leopardus),Great Barrier Reef,-18.00,148.00,Great Barrier Reef coral reef fin fish fishery,Fishing Behavior,0,0,0,0,0,0,0,0,0,0,"From authors, ""We explored the effects of harvest-management systems in the form of ITQs and no-take areas on economic returns and biomass of coral trout with a model that simulates the metapopulation dynamics of coral trout and its harvest""  My version, ""What combination of area closures and fishery regulations, either catch or effort limits, will produce the optimal economic return and fishery biomass?""",Not discussed,,Visualization,,Scientists,Scientists,,Scientists,,Scientists,Simulation modeling,"Little, L.R., Grafton, R.Q., Kompas, T., Smith, A.D.M., Punt, A.E. and Mapstone, B.D., 2011. Complementarity of no?take marine reserves and individual transferable catch quotas for managing the line fishery of the Great Barrier Reef. Conservation Biology, 25(2), pp.333-340.",10.1111/j.1523-1739.2010.01590.x,"No process discussion is presented by the authors.  Seemingly this was a scientist driven project without external input.  While an optimal alternative was not selected, as no weights were applied to the two objectives, the authors do note that a combination of a closure with an ITQ will out perform other options (competitive TAC, no closure).",1
40,Harford et. al.,2018,Red Grouper (Epinephelus morio),Gulf of Mexico,26.00,-90.00,Gulf of Mexico red grouper fishery,"Environmental Conditions, Management Timeline, Uncertainty",0,1,0,0,0,0,0,0,0,0,"(1) ""Does the existing GMFMC management approach need to be modified to achieve management objectives due to effects of episodic natural mortality events?""; and (2) ""If modifications are considered, what are their effects on and trade-offs for maintaining sustainable fisheries?""",Not discussed,,Unknown,,Scientists,Scientists,,Scientists,,Scientists,Simulation modeling,"Harford, W.J., Gruss, A., Schirripa, M.J., Sagarese, S.R., Bryan, M. and Karnauskas, M., 2018. Handle with care: establishing catch limits for fish stocks experiencing episodic natural mortality events. Fisheries, 43(10), pp.463-471.",10.1002/fsh.10131,No process discussion is presented.  Seemingly a scientist lead simulation study of the impacts of extreme natural mortality events and HCRs that are responsive to these effects.,1
41,Ives et. al.,2009,eastern school prawn (Metapenaeus macleayi),"Clarence River, New South Wales (NSW), Australia",-29.00,153.00,Clarence River eastern school prawn fishery,"Climate Change, Spatial Structure",0,0,0,1,1,0,1,0,0,0,What management strategy will best achieve Clarence River eastern school prawn fishery objectives given changes to river discharge resulting from future rainfall variability?,Unspecified.  The indicators aren't described prior to the results section,,Mental Analysis,,Unknown,"Fishery, Management, Scientists",,Unknown,"Fishery, Management",,Simulation modeling,"Ives, M.C., Scandol, J.P., Montgomery, S.S. and Suthers, I.M., 2010. Modelling the possible effects of climate change on an Australian multi-fleet prawn fishery. Marine and Freshwater Research, 60(12), pp.1211-1222.",10.1071/MF07110,"No clear alternative was selected, but in the discussion the authors note that each of the management strategies evaluated perform similarly for the objectives considered. They note the absense of additional objectives that are likely important, such as cost, that would likley lead to selection of the status quo strategy.",1
42,A'mar et. al.,2009,Walleye pollock (Theragra chalcogramma),Gulf of Alaska,58.00,-144.00,Gulf of Alaska Walleye pollock fishery,Climate Change,0,0,0,0,0,0,0,0,0,0,"Which of two proposed management strategies will perform best given climate change impacts to the Gulf of Alaska walleye pollock fishery, and are the proposed management strategies robust to climate change impacts?",Unspecified,,Unknown,,Scientists,"Management, Scientists",,"Management, Scientists",,Scientists,Simulation modeling,"A'mar, Z.T., Punt, A.E. and Dorn, M.W., 2009. The evaluation of two management strategies for the Gulf of Alaska walleye pollock fishery under climate change. ICES Journal of Marine Science, 66(7), pp.1614-1632.",10.1093/icesjms/fsp044,"The focus of this MSE is less on selecting a management procedure, and more on evaluating the implications of climate to management.",1
43,Brunel et al,2010,"herring (Clupea harengus), plaice (Pleuronectes platessa), and cod (Gadus morhua)",North Sea,57.00,4.00,North Sea fishery case studies,Climate Change,0,0,0,0,0,0,0,0,0,0,"Study problem defintion:  Do environmentally responsive harvest control rules improve the achievement of management outcomes?  This study doesn't seem to be directly triggered by management questions, but a management focused wording of the problem would be something like:  What combination of harvest control rule definition and environmental resposiveness strategy will best achieve fishery management objectives?",Unspecified,,Unknown,,Scientists,"Management, Scientists",,Unknown,,Scientists,Simulation modeling,"Brunel, T., Piet, G.J., van Hal, R. and Röckmann, C., 2010. Performance of harvest control rules in a variable environment. ICES Journal of Marine Science, 67(5), pp.1051-1062.",10.1093/icesjms/fsp297,This is a simulation study for three case studies more than an effort to determine the optimal management strategy for a particular fishery.,1
44,Punt,2011,Pacific ocean perch (S. alutus),Northeast Pacific,47.00,-136.00,Pacific ocean perch fishery,Climate Change,0,0,0,0,0,0,1,0,0,0,"As presented the problem definition would be: How well do current rebuilding plans, and plans that account for climate as a driver of stock status, perform given climate impacts?  That problem definition was not a decision question, but a research question.  A management question for this might be: ""What means off account for climate best achieves the objectives of a fisheries rebuilding plan given climate uncertainty?""","Unspecified, but seemingly selected by author.",,Unknown,,Scientists,Scientists,,Scientists,,Scientists,Simulation modeling,"Punt, A.E., 2011. The impact of climate change on the performance of rebuilding strategies for overfished groundfish species of the US west coast. Fisheries Research, 109(2-3), pp.320-329.",10.1016/j.fishres.2011.02.019,"Simulation study without documentation of the decision making process.  MSE focused on rebuilding plans, so assumption of a stock starting below a target abundance with additional objectives related to recovery.",1
45,Wayte,2013,Jackass morwong (Nemadactylus macropterus),Southeastern Australia,-39.00,146.00,Australia's Southern and Eastern Scalefish and Shark Fishery,Climate Change,0,0,0,0,0,0,0,0,0,0,"No problem definition is explicitly stated.  The closest statement in the journal article is: ""Management strategy evaluation (MSE) is used to explore the implications of making management decisions under the wrong recruitment assumption.""",Unspecified.  Those noted are based on government policy.,,Unknown,,Unknown,Scientists,,"Government, Scientists",,Scientists,Simulation modeling,"Wayte, S.E., 2013. Management implications of including a climate-induced recruitment shift in the stock assessment for jackass morwong (Nemadactylus macropterus) in south-eastern Australia. Fisheries Research, 142, pp.47-55.",10.1016/j.fishres.2012.07.009,This is a simulation study without any reference to a decision making process.,1
46,Weijerman et al,2016,coral ecosystem,Guam,13.00,145.00,Coral Reef based fisheries surround Guam,"Climate Change, Environmental Conditions, Habitat Change",1,0,1,1,1,0,1,0,0,0,"My definition, ""What management strategy will best achieve the management objectives for coral reef fisheries in guam given climate change and pollution impacts to coral reefs?""",a facilitated stakeholder meeting,Visualization,,,Scientists,"Facilitators, Fishery, Government, Independent, Management, Scientists","Fishery, Government, Independent, Management, Scientists",,"Fishery, Government, Independent, Management, Scientists",,Simulation modeling,"Weijerman, M., Fulton, E.A. and Brainard, R.E., 2016. Management strategy evaluation applied to coral reef ecosystems in support of ecosystem-based management. PLoS One, 11(3), p.e0152577.",10.1371/journal.pone.0152577,"Stakeholders were included in this process, and there was some documentation of the process.  Additional documentation could have covered the development of the problem, roles, and the results of the visual trade-off evaluation.",1
47,Little and Lin,2017,NA (beach management),"New South Wales, Australia",-33.00,152.00,New South Wales Beaches (not a fishery),Climate Change,0,1,0,1,0,0,0,0,0,0,"""Here, we focus on the adaptation option of coastal nourishment, where coastal land loss is combatted by replacing lost sand on the beach by pumping new sand (usually from offshore)."" While the authors have a section title ""defining the problem"", it is a mainly summary of the system ending with the statement above.  My problem definition given the information provided by the authors would be: ""What coastal management should be conducted to account for beach recession?""","They were not elicited, and were presumably provided by the authros.",,Mental Analysis,,Unknown,Scientists,,Scientists,,Scientists,Simulation modeling,"Little, L.R. and Lin, B.B., 2017. A decision analysis approach to climate adaptation: a structured method to consider multiple options. Mitigation and adaptation strategies for global change, 22(1), pp.15-28.",10.1007/s11027-015-9658-8,"This is not a fisheries decision, but a shoreline management decision.",0
48,Hofmann et al,2018,Atlantic surfclam (Spisula solidissima),Mid Atlantic Bight,40.00,-73.00,Mid Atlantic Bight surfclam fishery,"Climate Change, Migration",0,0,0,0,0,0,0,0,0,0,"Not provided clearly by authors.  My definition, ""How can surfclam be managed in a manner that accounts for known factors and impending climate change?""",None provided,,Unknown,,Unknown,Scientists,,,,,Unknown,"Hofmann, E.E., Powell, E.N., Klinck, J.M., Munroe, D.M., Mann, R., Haidvogel, D.B., NarvAEz, D.A., Zhang, X. and Kuykendall, K.M., 2018. An Overview of Factors Affecting Distribution of the Atlantic Surfclam (Spisula solidissima), a Continental Shelf Biomass Dominant, During a Period of Climate Change. Journal of Shellfish Research, 37(4), pp.821-832.",10.2983/035.037.0412,"Appartently an MSE was conducted, or is being conducted, but the objectives, and alternatives evaluated are not provided, only a conceptual model of the system is provided.",1
49,Kuykendall et al,2019,Atlantic surfclam (Spisula solidissima),Mid Atlantic Bight,40.00,-73.00,Mid Atlantic Bight surfclam fishery,"Climate Change, Uncertainty",0,0,0,0,0,0,0,0,0,0,"My summary, ""What spatial management strategy will best achieve surfclam management objectives in the future in response to the projected influence climate change may have of stock abundance?""","The performance metrics are rooted in interviews with representatives from processing plants, industry trade organizations, and vessel
captains to ensure appropriateness. The performance metrics chosen are important in that they provide metrics that allow commercial stakeholders to evaluate the results of each management procedure based on their business model.",,Mental Analysis,,Scientists,Scientists,,"Fishery, Scientists",,,Simulation modeling,"Kuykendall, K.M., Powell, E.N., Klinck, J.M., Moreno, P.T. and Leaf, R.T., 2019. The effect of abundance changes on a management strategy evaluation for the Atlantic surfclam (Spisula solidissima) using a spatially explicit, vessel-based fisheries model. Ocean & Coastal Management, 169, pp.68-85.",10.1016/j.ocecoaman.2018.11.008,Simulation model includes a model of fishing behavior.,1
50,Ianelli et al,2011,walleye pollock (Theragra chalcogramma),Eastern Bering Sea,57.00,-165.00,Eastern Bering Sea pollock fishery,Climate Change,0,0,0,0,1,0,0,0,0,0,"My summary, ""What management proceedure will be achieve the pollock fisher management objectives given future climate change?""","Unspecified how objectives, or the weights applied to those objectives, were selected.",MCDA,,,Scientists,"Experts, Scientists",,"Experts, Scientists",,"Experts, Scientists","Expert elicitation, Simulation modeling","Ianelli, J.N., Hollowed, A.B., Haynie, A.C., Mueter, F.J. and Bond, N.A., 2011. Evaluating management strategies for eastern Bering Sea walleye pollock (Theragra chalcogramma) in a changing environment. ICES Journal of Marine Science, 68(6), pp.1297-1304.",10.1093/icesjms/fsr010,"While Trade-offs were evaluated, the weights used were not elicited.  Authors note asking questions of experts, but it isn't clear who the experts are, or what questions they were asked.",1
